Id,Creation Time,ndcg3_sum,run_type,ndcg_1,ndcg_2,ndcg_3,ndcg_4,ndcg_5,ndcg_6,ndcg_7,ndcg_8,ndcg_9,ndcg_10,ndcg_11,ndcg_12
QUER1-26,2022-12-14 17:30:55,0.39525079780837125,testing_retrieval_reranking,0.39387100521778073,0.44362248866820997,0.3802712729435541,0.3487756261724278,0.3957112358861565,0.4154038972619222,0.3929869497031377,0.3731858764420073,0.41303391716353693,0.3734137976757193,0.36009307028393756,1.0
